NOTE: Some of these tickers may no longer be supported

ticker	Name	Exchange	type
BSDEUR=X	BSD/EUR	CCY	CURRENCY_PAIR
BGNTRY=X	BGN/TRY	CCY	CURRENCY_PAIR
BRLJPY=X	BRL/JPY	CCY	CURRENCY_PAIR
BWPPHP=X	BWP/PHP	CCY	CURRENCY_PAIR
BRLGBP=X	BRL/GBP	CCY	CURRENCY_PAIR
BGNCZK=X	BGN/CZK	CCY	CURRENCY_PAIR
BRL=X	USD/BRL	CCY	CURRENCY_PAIR
BDTCHF=X	BDT/CHF	CCY	CURRENCY_PAIR
BHDKWD=X	BHD/KWD	CCY	CURRENCY_PAIR
BWPMOP=X	BWP/MOP	CCY	CURRENCY_PAIR
BDTEUR=X	BDT/EUR	CCY	CURRENCY_PAIR
BSD=X	USD/BSD	CCY	CURRENCY_PAIR
BGNTHB=X	BGN/THB	CCY	CURRENCY_PAIR
BWPBRL=X	BWP/BRL	CCY	CURRENCY_PAIR
BGNUSD=X	BGN/USD	CCY	CURRENCY_PAIR
BWPZWL=X	BWP/ZWL	CCY	CURRENCY_PAIR
BSDDKK=X	BSD/DKK	CCY	CURRENCY_PAIR
BNDEUR=X	BND/EUR	CCY	CURRENCY_PAIR
BWPEGP=X	BWP/EGP	CCY	CURRENCY_PAIR
BWPNZD=X	BWP/NZD	CCY	CURRENCY_PAIR
BRLXDR=X	BRL/XDR	CCY	CURRENCY_PAIR
BWPWST=X	BWP/WST	CCY	CURRENCY_PAIR
BOBCLP=X	BOB/CLP	CCY	CURRENCY_PAIR
BMDEUR=X	BMD/EUR	CCY	CURRENCY_PAIR
BRLNZD=X	BRL/NZD	CCY	CURRENCY_PAIR
BRLAUD=X	BRL/AUD	CCY	CURRENCY_PAIR
BWPARS=X	BWP/ARS	CCY	CURRENCY_PAIR
BRLBOB=X	BRL/BOB	CCY	CURRENCY_PAIR
BGNDKK=X	BGN/DKK	CCY	CURRENCY_PAIR
BGNLVL=X	BGN/LVL	CCY	CURRENCY_PAIR
BRLNOK=X	BRL/NOK	CCY	CURRENCY_PAIR
BMDCHF=X	BMD/CHF	CCY	CURRENCY_PAIR
BRLCLP=X	BRL/CLP	CCY	CURRENCY_PAIR
BWPVND=X	BWP/VND	CCY	CURRENCY_PAIR
BWPQAR=X	BWP/QAR	CCY	CURRENCY_PAIR
CADUSD=X	CAD/USD	CCY	CURRENCY_PAIR
CHFUSD=X	CHF/USD	CCY	CURRENCY_PAIR
CNYUSD=X	CNY/USD	CCY	CURRENCY_PAIR
CHFEUR=X	CHF/EUR	CCY	CURRENCY_PAIR
NZDGBP=X	NZD/GBP	CCY	CURRENCY_PAIR
CVECHF=X	CVE/CHF	CCY	CURRENCY_PAIR
CHFJPY=X	CHF/JPY	CCY	CURRENCY_PAIR
CADJPY=X	CAD/JPY	CCY	CURRENCY_PAIR
ZARSGD=X	ZAR/SGD	CCY	CURRENCY_PAIR
ZARSEK=X	ZAR/SEK	CCY	CURRENCY_PAIR
ZARMYR=X	ZAR/MYR	CCY	CURRENCY_PAIR
ZARJPY=X	ZAR/JPY	CCY	CURRENCY_PAIR
ZARCAD=X	ZAR/CAD	CCY	CURRENCY_PAIR
ZARAUD=X	ZAR/AUD	CCY	CURRENCY_PAIR
NZDCAD=X	NZD/CAD	CCY	CURRENCY_PAIR
NOKZAR=X	NOK/ZAR	CCY	CURRENCY_PAIR
NOKJPY=X	NOK/JPY	CCY	CURRENCY_PAIR
NOKGBP=X	NOK/GBP	CCY	CURRENCY_PAIR
JPYTRY=X	JPY/TRY	CCY	CURRENCY_PAIR
EURDOP=X	EUR/DOP	CCY	CURRENCY_PAIR
CZKZAR=X	CZK/ZAR	CCY	CURRENCY_PAIR
CZKRSD=X	CZK/RSD	CCY	CURRENCY_PAIR
CZKPHP=X	CZK/PHP	CCY	CURRENCY_PAIR
CZKLKR=X	CZK/LKR	CCY	CURRENCY_PAIR
CZKHKD=X	CZK/HKD	CCY	CURRENCY_PAIR
CZKBRL=X	CZK/BRL	CCY	CURRENCY_PAIR
CZKBGN=X	CZK/BGN	CCY	CURRENCY_PAIR
CZKBDT=X	CZK/BDT	CCY	CURRENCY_PAIR
CVE=X	USD/CVE	CCY	CURRENCY_PAIR
CUPGBP=X	CUP/GBP	CCY	CURRENCY_PAIR
CUP=X	USD/CUP	CCY	CURRENCY_PAIR
COPTHB=X	COP/THB	CCY	CURRENCY_PAIR
CNYTRY=X	CNY/TRY	CCY	CURRENCY_PAIR
CNYPHP=X	CNY/PHP	CCY	CURRENCY_PAIR
CNYLTL=X	CNY/LTL	CCY	CURRENCY_PAIR
CNYJPY=X	CNY/JPY	CCY	CURRENCY_PAIR
CNYILS=X	CNY/ILS	CCY	CURRENCY_PAIR
CNYGHS=X	CNY/GHS	CCY	CURRENCY_PAIR
CNYBWP=X	CNY/BWP	CCY	CURRENCY_PAIR
CNYAED=X	CNY/AED	CCY	CURRENCY_PAIR
CNHUSD=X	CNH/USD	CCY	CURRENCY_PAIR
CLF=X	USD/CLF	CCY	CURRENCY_PAIR
CHFZAR=X	CHF/ZAR	CCY	CURRENCY_PAIR
CHFVND=X	CHF/VND	CCY	CURRENCY_PAIR
CHFUAH=X	CHF/UAH	CCY	CURRENCY_PAIR
CHFTRY=X	CHF/TRY	CCY	CURRENCY_PAIR
CHFSOS=X	CHF/SOS	CCY	CURRENCY_PAIR
CHFMUR=X	CHF/MUR	CCY	CURRENCY_PAIR
CHFMKD=X	CHF/MKD	CCY	CURRENCY_PAIR
CHFMDL=X	CHF/MDL	CCY	CURRENCY_PAIR
CHFKPW=X	CHF/KPW	CCY	CURRENCY_PAIR
CHFIRR=X	CHF/IRR	CCY	CURRENCY_PAIR
CHFHRK=X	CHF/HRK	CCY	CURRENCY_PAIR
CHFBYR=X	CHF/BYR	CCY	CURRENCY_PAIR
CHFBND=X	CHF/BND	CCY	CURRENCY_PAIR
CHFBAM=X	CHF/BAM	CCY	CURRENCY_PAIR
CHFAWG=X	CHF/AWG	CCY	CURRENCY_PAIR
CADZAR=X	CAD/ZAR	CCY	CURRENCY_PAIR
CADWST=X	CAD/WST	CCY	CURRENCY_PAIR
CADTZS=X	CAD/TZS	CCY	CURRENCY_PAIR
CADTWD=X	CAD/TWD	CCY	CURRENCY_PAIR
CADTND=X	CAD/TND	CCY	CURRENCY_PAIR
CADSGD=X	CAD/SGD	CCY	CURRENCY_PAIR
CADSBD=X	CAD/SBD	CCY	CURRENCY_PAIR
CADSAR=X	CAD/SAR	CCY	CURRENCY_PAIR
CADRUB=X	CAD/RUB	CCY	CURRENCY_PAIR
CADRSD=X	CAD/RSD	CCY	CURRENCY_PAIR
CADPLN=X	CAD/PLN	CCY	CURRENCY_PAIR
CADNZD=X	CAD/NZD	CCY	CURRENCY_PAIR
CADMVR=X	CAD/MVR	CCY	CURRENCY_PAIR
CADMDL=X	CAD/MDL	CCY	CURRENCY_PAIR
CADLRD=X	CAD/LRD	CCY	CURRENCY_PAIR
CADKZT=X	CAD/KZT	CCY	CURRENCY_PAIR
CADKES=X	CAD/KES	CCY	CURRENCY_PAIR
CADGYD=X	CAD/GYD	CCY	CURRENCY_PAIR
CADGIP=X	CAD/GIP	CCY	CURRENCY_PAIR
CADGBP=X	CAD/GBP	CCY	CURRENCY_PAIR
CADEUR=X	CAD/EUR	CCY	CURRENCY_PAIR
CADCHF=X	CAD/CHF	CCY	CURRENCY_PAIR
CADAMD=X	CAD/AMD	CCY	CURRENCY_PAIR
CADAFN=X	CAD/AFN	CCY	CURRENCY_PAIR
CLFJPY=X	CLF/JPY	CCY	CURRENCY_PAIR
CNYAUD=X	CNY/AUD	CCY	CURRENCY_PAIR
CHFNAD=X	CHF/NAD	CCY	CURRENCY_PAIR
CADKYD=X	CAD/KYD	CCY	CURRENCY_PAIR
CLFEUR=X	CLF/EUR	CCY	CURRENCY_PAIR
EURDZD=X	EUR/DZD	CCY	CURRENCY_PAIR
CHFZMK=X			CURRENCY_PAIR
NZDSEK=X	NZD/SEK	CCY	CURRENCY_PAIR
CADMGA=X	CAD/MGA	CCY	CURRENCY_PAIR
CHFRSD=X	CHF/RSD	CCY	CURRENCY_PAIR
11667427.SW	11667427.SW	EBS	CURRENCY_PAIR
CHFBIF=X	CHF/BIF	CCY	CURRENCY_PAIR
CNH=X	USD/CNH	CCY	CURRENCY_PAIR
CZKVUV=X	CZK/VUV	CCY	CURRENCY_PAIR
CHFCLP=X	CHF/CLP	CCY	CURRENCY_PAIR
CHFAZN=X	CHF/AZN	CCY	CURRENCY_PAIR
CNYKES=X	CNY/KES	CCY	CURRENCY_PAIR
CZKMYR=X	CZK/MYR	CCY	CURRENCY_PAIR
CHFILS=X	CHF/ILS	CCY	CURRENCY_PAIR
CNYSEK=X	CNY/SEK	CCY	CURRENCY_PAIR
CZKINR=X	CZK/INR	CCY	CURRENCY_PAIR
CHFKYD=X	CHF/KYD	CCY	CURRENCY_PAIR
CHFUYU=X	CHF/UYU	CCY	CURRENCY_PAIR
CHFARS=X	CHF/ARS	CCY	CURRENCY_PAIR
CNYUGX=X	CNY/UGX	CCY	CURRENCY_PAIR
EUR-ILS.F	EUR-ILS.F		CURRENCY_PAIR
CADMOP=X	CAD/MOP	CCY	CURRENCY_PAIR
CZKARS=X	CZK/ARS	CCY	CURRENCY_PAIR
CHFUGX=X	CHF/UGX	CCY	CURRENCY_PAIR
CADTRY=X	CAD/TRY	CCY	CURRENCY_PAIR
CHFAMD=X	CHF/AMD	CCY	CURRENCY_PAIR
CADTTD=X	CAD/TTD	CCY	CURRENCY_PAIR
CADYER=X	CAD/YER	CCY	CURRENCY_PAIR
CADBMD=X	CAD/BMD	CCY	CURRENCY_PAIR
CADVEF=X	CAD/VEF	CCY	CURRENCY_PAIR
CHFVEF=X	CHF/VEF	CCY	CURRENCY_PAIR
CHFCUP=X	CHF/CUP	CCY	CURRENCY_PAIR
CHFTJS=X	CHF/TJS	CCY	CURRENCY_PAIR
CHFPGK=X	CHF/PGK	CCY	CURRENCY_PAIR
CADPYG=X	CAD/PYG	CCY	CURRENCY_PAIR
CZKKES=X	CZK/KES	CCY	CURRENCY_PAIR
CZKISK=X	CZK/ISK	CCY	CURRENCY_PAIR
EUR-MNT.F	EUR-MNT.F	FRA	CURRENCY_PAIR
CHFPAB=X	CHF/PAB	CCY	CURRENCY_PAIR
CNHINR=X	CNH/INR	CCY	CURRENCY_PAIR
CZKVEF=X	CZK/VEF	CCY	CURRENCY_PAIR
CADSHP=X	CAD/SHP	CCY	CURRENCY_PAIR
CZKJOD=X	CZK/JOD	CCY	CURRENCY_PAIR
CHFEGP=X	CHF/EGP	CCY	CURRENCY_PAIR
CADBTN=X	CAD/BTN	CCY	CURRENCY_PAIR
CADPAB=X	CAD/PAB	CCY	CURRENCY_PAIR
CZKBAM=X	CZK/BAM	CCY	CURRENCY_PAIR
CHFKHR=X	CHF/KHR	CCY	CURRENCY_PAIR
CNYMXN=X	CNY/MXN	CCY	CURRENCY_PAIR
CADBIF=X	CAD/BIF	CCY	CURRENCY_PAIR
CHFGBP=X	CHF/GBP	CCY	CURRENCY_PAIR
CZKBND=X	CZK/BND	CCY	CURRENCY_PAIR
CZKJPY=X	CZK/JPY	CCY	CURRENCY_PAIR
CADUAH=X	CAD/UAH	CCY	CURRENCY_PAIR
CHFRUB=X	CHF/RUB	CCY	CURRENCY_PAIR
CADBDT=X	CAD/BDT	CCY	CURRENCY_PAIR
CHFDZD=X	CHF/DZD	CCY	CURRENCY_PAIR
CHFNPR=X	CHF/NPR	CCY	CURRENCY_PAIR
CNYGBP=X	CNY/GBP	CCY	CURRENCY_PAIR
19666227.SW			CURRENCY_PAIR
CHFDEM=X	CHF/DEM	CCY	CURRENCY_PAIR
19663223.SW			CURRENCY_PAIR
CNYMUR=X	CNY/MUR	CCY	CURRENCY_PAIR
CNYJOD=X	CNY/JOD	CCY	CURRENCY_PAIR
CLPJPY=X	CLP/JPY	CCY	CURRENCY_PAIR
CNYDKK=X	CNY/DKK	CCY	CURRENCY_PAIR
CADAWG=X	CAD/AWG	CCY	CURRENCY_PAIR
CHFBZD=X	CHF/BZD	CCY	CURRENCY_PAIR
CHFBRL=X	CHF/BRL	CCY	CURRENCY_PAIR
CNHGBP=X	CNH/GBP	CCY	CURRENCY_PAIR
CHFXAF=X	CHF/XAF	CCY	CURRENCY_PAIR
2219069=X			CURRENCY_PAIR
CUPUSD=X	CUP/USD	CCY	CURRENCY_PAIR
CADSZL=X	CAD/SZL	CCY	CURRENCY_PAIR
CADPGK=X	CAD/PGK	CCY	CURRENCY_PAIR
CHFSYP=X	CHF/SYP	CCY	CURRENCY_PAIR
NOKNZD=X	NOK/NZD	CCY	CURRENCY_PAIR
CADFKP=X	CAD/FKP	CCY	CURRENCY_PAIR
CHFNOK=X	CHF/NOK	CCY	CURRENCY_PAIR
CADKMF=X	CAD/KMF	CCY	CURRENCY_PAIR
CADCNY=X	CAD/CNY	CCY	CURRENCY_PAIR
CHFLYD=X	CHF/LYD	CCY	CURRENCY_PAIR
RSO.PA	RSO.PA	PAR	CURRENCY_PAIR
CHFLRD=X	CHF/LRD	CCY	CURRENCY_PAIR
ZARNZD=X	ZAR/NZD	CCY	CURRENCY_PAIR
CADMMK=X	CAD/MMK	CCY	CURRENCY_PAIR
CZKNZD=X	CZK/NZD	CCY	CURRENCY_PAIR
CHFMOP=X	CHF/MOP	CCY	CURRENCY_PAIR
CHFKGS=X	CHF/KGS	CCY	CURRENCY_PAIR
CHFMGA=X	CHF/MGA	CCY	CURRENCY_PAIR
CNYXDR=X	CNY/XDR	CCY	CURRENCY_PAIR
CNYLVL=X	CNY/LVL	CCY	CURRENCY_PAIR
CHFHKD=X	CHF/HKD	CCY	CURRENCY_PAIR
CADXCD=X	CAD/XCD	CCY	CURRENCY_PAIR
CHFOMR=X	CHF/OMR	CCY	CURRENCY_PAIR
CADMRO=X	CAD/MRO	CCY	CURRENCY_PAIR
CADNOK=X	CAD/NOK	CCY	CURRENCY_PAIR
CHFHUF=X	CHF/HUF	CCY	CURRENCY_PAIR
CADAOA=X	CAD/AOA	CCY	CURRENCY_PAIR
CADSLL=X	CAD/SLL	CCY	CURRENCY_PAIR
EURILS=X	EUR/ILS	CCY	CURRENCY_PAIR
CNYKRW=X	CNY/KRW	CCY	CURRENCY_PAIR
CADFJD=X	CAD/FJD	CCY	CURRENCY_PAIR
CLPBRL=X	CLP/BRL	CCY	CURRENCY_PAIR
CZKTHB=X	CZK/THB	CCY	CURRENCY_PAIR
CADBSD=X	CAD/BSD	CCY	CURRENCY_PAIR
EUR-GEL.F	EUR-GEL.F		CURRENCY_PAIR
CHFFJD=X	CHF/FJD	CCY	CURRENCY_PAIR
CADANG=X	CAD/ANG	CCY	CURRENCY_PAIR
CHFCAD=X	CHF/CAD	CCY	CURRENCY_PAIR
CHFMVR=X	CHF/MVR	CCY	CURRENCY_PAIR
CZKBHD=X	CZK/BHD	CCY	CURRENCY_PAIR
CADZMW=X	CAD/ZMW	CCY	CURRENCY_PAIR
CNHSGD=X	CNH/SGD	CCY	CURRENCY_PAIR
CADBND=X	CAD/BND	CCY	CURRENCY_PAIR
CHFBWP=X	CHF/BWP	CCY	CURRENCY_PAIR
CZKTND=X	CZK/TND	CCY	CURRENCY_PAIR
CADPHP=X	CAD/PHP	CCY	CURRENCY_PAIR
CADSEK=X	CAD/SEK	CCY	CURRENCY_PAIR
CNYCAD=X	CNY/CAD	CCY	CURRENCY_PAIR
CHFSHP=X	CHF/SHP	CCY	CURRENCY_PAIR
CUPEUR=X	CUP/EUR	CCY	CURRENCY_PAIR
CNYZAR=X	CNY/ZAR	CCY	CURRENCY_PAIR
CHFGHS=X	CHF/GHS	CCY	CURRENCY_PAIR
CZK=X	USD/CZK	CCY	CURRENCY_PAIR
CHFJOD=X	CHF/JOD	CCY	CURRENCY_PAIR
CHFNZD=X	CHF/NZD	CCY	CURRENCY_PAIR
CZKHUF=X	CZK/HUF	CCY	CURRENCY_PAIR
CDF=X	USD/CDF	CCY	CURRENCY_PAIR
CHFWST=X	CHF/WST	CCY	CURRENCY_PAIR
CADSRD=X	CAD/SRD	CCY	CURRENCY_PAIR
CADCLP=X	CAD/CLP	CCY	CURRENCY_PAIR
HKDSEK=X	HKD/SEK	CCY	CURRENCY_PAIR
CHFMZN=X	CHF/MZN	CCY	CURRENCY_PAIR
CHFPYG=X	CHF/PYG	CCY	CURRENCY_PAIR
CADLVL=X	CAD/LVL	CCY	CURRENCY_PAIR
CADLTL=X	CAD/LTL	CCY	CURRENCY_PAIR
CADMUR=X	CAD/MUR	CCY	CURRENCY_PAIR
CNYEUR=X	CNY/EUR	CCY	CURRENCY_PAIR
13750330.SW	13750330.SW	EBS	CURRENCY_PAIR
SGDSEK=X	SGD/SEK	CCY	CURRENCY_PAIR
CZKGBP=X	CZK/GBP	CCY	CURRENCY_PAIR
CHFSRD=X	CHF/SRD	CCY	CURRENCY_PAIR
CADLKR=X	CAD/LKR	CCY	CURRENCY_PAIR
CHFGNF=X	CHF/GNF	CCY	CURRENCY_PAIR
CHFERN=X	CHF/ERN	CCY	CURRENCY_PAIR
NOKCAD=X	NOK/CAD	CCY	CURRENCY_PAIR
CHF=X	USD/CHF	CCY	CURRENCY_PAIR
CHFKRW=X	CHF/KRW	CCY	CURRENCY_PAIR
CZKUSD=X	CZK/USD	CCY	CURRENCY_PAIR
CHFXOF=X	CHF/XOF	CCY	CURRENCY_PAIR
CNHKRW=X	CNH/KRW	CCY	CURRENCY_PAIR
CADLBP=X	CAD/LBP	CCY	CURRENCY_PAIR
CHFLKR=X	CHF/LKR	CCY	CURRENCY_PAIR
19666222.SW			CURRENCY_PAIR
ZARNOK=X	ZAR/NOK	CCY	CURRENCY_PAIR
CADAZN=X	CAD/AZN	CCY	CURRENCY_PAIR
CHFALL=X	CHF/ALL	CCY	CURRENCY_PAIR
3017024.EX			CURRENCY_PAIR
CZKSGD=X	CZK/SGD	CCY	CURRENCY_PAIR
CZKKWD=X	CZK/KWD	CCY	CURRENCY_PAIR
29134333=X			CURRENCY_PAIR
ZARHKD=X	ZAR/HKD	CCY	CURRENCY_PAIR
CLPCOP=X	CLP/COP	CCY	CURRENCY_PAIR
CADBRL=X	CAD/BRL	CCY	CURRENCY_PAIR
3017005.EX			CURRENCY_PAIR
CADVND=X	CAD/VND	CCY	CURRENCY_PAIR
CNYSAR=X	CNY/SAR	CCY	CURRENCY_PAIR
CNYNZD=X	CNY/NZD	CCY	CURRENCY_PAIR
11667437.SW			CURRENCY_PAIR
CADNIO=X	CAD/NIO	CCY	CURRENCY_PAIR
CHFKES=X	CHF/KES	CCY	CURRENCY_PAIR
CHFBMD=X	CHF/BMD	CCY	CURRENCY_PAIR
CZKIDR=X	CZK/IDR	CCY	CURRENCY_PAIR
CLPDKK=X	CLP/DKK	CCY	CURRENCY_PAIR
CADIDR=X	CAD/IDR	CCY	CURRENCY_PAIR
CNYMAD=X	CNY/MAD	CCY	CURRENCY_PAIR
CNYIDR=X	CNY/IDR	CCY	CURRENCY_PAIR
CZKTRY=X	CZK/TRY	CCY	CURRENCY_PAIR
CHFPHP=X	CHF/PHP	CCY	CURRENCY_PAIR
CHFJMD=X	CHF/JMD	CCY	CURRENCY_PAIR
CADKWD=X	CAD/KWD	CCY	CURRENCY_PAIR
CADUGX=X	CAD/UGX	CCY	CURRENCY_PAIR
CADUZS=X	CAD/UZS	CCY	CURRENCY_PAIR
CADNPR=X	CAD/NPR	CCY	CURRENCY_PAIR
CHFRON=X	CHF/RON	CCY	CURRENCY_PAIR
CNYTWD=X	CNY/TWD	CCY	CURRENCY_PAIR
CHFTHB=X	CHF/THB	CCY	CURRENCY_PAIR
CADMZN=X	CAD/MZN	CCY	CURRENCY_PAIR
CZKKRW=X	CZK/KRW	CCY	CURRENCY_PAIR
CHFMMK=X	CHF/MMK	CCY	CURRENCY_PAIR
CNHTWD=X	CNH/TWD	CCY	CURRENCY_PAIR
COPMXN=X	COP/MXN	CCY	CURRENCY_PAIR
ILSEUR=X	ILS/EUR	CCY	CURRENCY_PAIR
CADMYR=X	CAD/MYR	CCY	CURRENCY_PAIR
CADISK=X	CAD/ISK	CCY	CURRENCY_PAIR
CZKEUR=X	CZK/EUR	CCY	CURRENCY_PAIR
CZKAUD=X	CZK/AUD	CCY	CURRENCY_PAIR
CADTJS=X	CAD/TJS	CCY	CURRENCY_PAIR
CHFCRC=X	CHF/CRC	CCY	CURRENCY_PAIR
CHFISK=X	CHF/ISK	CCY	CURRENCY_PAIR
CNYBRL=X	CNY/BRL	CCY	CURRENCY_PAIR
CHFTWD=X	CHF/TWD	CCY	CURRENCY_PAIR
CZKUYU=X	CZK/UYU	CCY	CURRENCY_PAIR
CADMKD=X	CAD/MKD	CCY	CURRENCY_PAIR
CZKLTL=X	CZK/LTL	CCY	CURRENCY_PAIR
CHFTTD=X	CHF/TTD	CCY	CURRENCY_PAIR
CADCRC=X	CAD/CRC	CCY	CURRENCY_PAIR
CHFBDT=X	CHF/BDT	CCY	CURRENCY_PAIR
CNYNOK=X	CNY/NOK	CCY	CURRENCY_PAIR
CADKRW=X	CAD/KRW	CCY	CURRENCY_PAIR
ZARGBP=X	ZAR/GBP	CCY	CURRENCY_PAIR
CHFSLL=X	CHF/SLL	CCY	CURRENCY_PAIR
9B4B.MU	9B4B.MU	MUN	CURRENCY_PAIR
CHFRWF=X	CHF/RWF	CCY	CURRENCY_PAIR
CADBGN=X	CAD/BGN	CCY	CURRENCY_PAIR
HRK=X	USD/HRK	CCY	CURRENCY_PAIR
CHFCNY=X	CHF/CNY	CCY	CURRENCY_PAIR
CHGLE.SW			CURRENCY_PAIR
CHFZWL=X	CHF/ZWL	CCY	CURRENCY_PAIR
RSM.PA			CURRENCY_PAIR
MYRGBP=X	MYR/GBP	CCY	CURRENCY_PAIR
COPJPY=X	COP/JPY	CCY	CURRENCY_PAIR
CADSOS=X	CAD/SOS	CCY	CURRENCY_PAIR
CNYLKR=X	CNY/LKR	CCY	CURRENCY_PAIR
CADJOD=X	CAD/JOD	CCY	CURRENCY_PAIR
EUR-ETB.F	EUR-ETB.F		CURRENCY_PAIR
CRC=X	USD/CRC	CCY	CURRENCY_PAIR
CZKAED=X	CZK/AED	CCY	CURRENCY_PAIR
CADILS=X	CAD/ILS	CCY	CURRENCY_PAIR
CADNGN=X	CAD/NGN	CCY	CURRENCY_PAIR
CZKPGK=X	CZK/PGK	CCY	CURRENCY_PAIR
CNYTHB=X	CNY/THB	CCY	CURRENCY_PAIR
CZKCOP=X	CZK/COP	CCY	CURRENCY_PAIR
EURGEL=X	EUR/GEL	CCY	CURRENCY_PAIR
CNYTND=X	CNY/TND	CCY	CURRENCY_PAIR
CHFGEL=X	CHF/GEL	CCY	CURRENCY_PAIR
CHFSBD=X	CHF/SBD	CCY	CURRENCY_PAIR
CHFNGN=X	CHF/NGN	CCY	CURRENCY_PAIR
CHFLBP=X	CHF/LBP	CCY	CURRENCY_PAIR
CADXOF=X	CAD/XOF	CCY	CURRENCY_PAIR
CADJMD=X	CAD/JMD	CCY	CURRENCY_PAIR
XCP=X	COPPER HIGHGRADE	CCY	CURRENCY_PAIR
COPCLP=X	COP/CLP	CCY	CURRENCY_PAIR
CADZWL=X	CAD/ZWL	CCY	CURRENCY_PAIR
COP=X	USD/COP	CCY	CURRENCY_PAIR
CHFGTQ=X	CHF/GTQ	CCY	CURRENCY_PAIR
CHFBHD=X	CHF/BHD	CCY	CURRENCY_PAIR
29134337=X			CURRENCY_PAIR
NZDNOK=X	NZD/NOK	CCY	CURRENCY_PAIR
29134335=X			CURRENCY_PAIR
CZKLBP=X	CZK/LBP	CCY	CURRENCY_PAIR
SEKNZD=X	SEK/NZD	CCY	CURRENCY_PAIR
CADETB=X	CAD/ETB	CCY	CURRENCY_PAIR
CADOMR=X	CAD/OMR	CCY	CURRENCY_PAIR
CNYMYR=X	CNY/MYR	CCY	CURRENCY_PAIR
CHFZMW=X	CHF/ZMW	CCY	CURRENCY_PAIR
CADLSL=X	CAD/LSL	CCY	CURRENCY_PAIR
CZKCAD=X	CZK/CAD	CCY	CURRENCY_PAIR
CADCZK=X	CAD/CZK	CCY	CURRENCY_PAIR
CZKNOK=X	CZK/NOK	CCY	CURRENCY_PAIR
CNHPHP=X	CNH/PHP	CCY	CURRENCY_PAIR
CNHHKD=X	CNH/HKD	CCY	CURRENCY_PAIR
CNYEGP=X	CNY/EGP	CCY	CURRENCY_PAIR
NZDZAR=X	NZD/ZAR	CCY	CURRENCY_PAIR
EUR-GIP.F	EUR-GIP.F		CURRENCY_PAIR
CZKOMR=X	CZK/OMR	CCY	CURRENCY_PAIR
CADSVC=X	CAD/SVC	CCY	CURRENCY_PAIR
CZKTWD=X	CZK/TWD	CCY	CURRENCY_PAIR
CADHUF=X	CAD/HUF	CCY	CURRENCY_PAIR
CADQAR=X	CAD/QAR	CCY	CURRENCY_PAIR
CADTHB=X	CAD/THB	CCY	CURRENCY_PAIR
CHFFKP=X	CHF/FKP	CCY	CURRENCY_PAIR
CLPPYG=X	CLP/PYG	CCY	CURRENCY_PAIR
SEKNOK=X	SEK/NOK	CCY	CURRENCY_PAIR
CHFCVE=X	CHF/CVE	CCY	CURRENCY_PAIR
CZKMXN=X	CZK/MXN	CCY	CURRENCY_PAIR
CADALL=X	CAD/ALL	CCY	CURRENCY_PAIR
CHFBGN=X	CHF/BGN	CCY	CURRENCY_PAIR
CADXPF=X	CAD/XPF	CCY	CURRENCY_PAIR
CADBHD=X	CAD/BHD	CCY	CURRENCY_PAIR
CLPTHB=X	CLP/THB	CCY	CURRENCY_PAIR
CHFITL=X	CHF/ITL	CCY	CURRENCY_PAIR
CLFUSD=X	CLF/USD	CCY	CURRENCY_PAIR
CNYOMR=X	CNY/OMR	CCY	CURRENCY_PAIR
CADBOB=X	CAD/BOB	CCY	CURRENCY_PAIR
CHFCZK=X	CHF/CZK	CCY	CURRENCY_PAIR
CHFPEN=X	CHF/PEN	CCY	CURRENCY_PAIR
CHFNIO=X	CHF/NIO	CCY	CURRENCY_PAIR
CADHTG=X	CAD/HTG	CCY	CURRENCY_PAIR
CHFCNH=X	CHF/CNH	CCY	CURRENCY_PAIR
CADGTQ=X	CAD/GTQ	CCY	CURRENCY_PAIR
CZKQAR=X	CZK/QAR	CCY	CURRENCY_PAIR
CADGMD=X	CAD/GMD	CCY	CURRENCY_PAIR
CADLYD=X	CAD/LYD	CCY	CURRENCY_PAIR
CADBWP=X	CAD/BWP	CCY	CURRENCY_PAIR
14243440.SW			CURRENCY_PAIR
HKDNOK=X	HKD/NOK	CCY	CURRENCY_PAIR
CHFSVC=X	CHF/SVC	CCY	CURRENCY_PAIR
CNYHKD=X	CNY/HKD	CCY	CURRENCY_PAIR
FSC1.EX			CURRENCY_PAIR
CADTOP=X	CAD/TOP	CCY	CURRENCY_PAIR
CADKGS=X	CAD/KGS	CCY	CURRENCY_PAIR
CHFUZS=X	CHF/UZS	CCY	CURRENCY_PAIR
CADVUV=X	CAD/VUV	CCY	CURRENCY_PAIR
CNYKWD=X	CNY/KWD	CCY	CURRENCY_PAIR
CADHRK=X	CAD/HRK	CCY	CURRENCY_PAIR
CZKPEN=X	CZK/PEN	CCY	CURRENCY_PAIR
CHFBOB=X	CHF/BOB	CCY	CURRENCY_PAIR
CHFTND=X	CHF/TND	CCY	CURRENCY_PAIR
CHOE.SW			CURRENCY_PAIR
CADKPW=X	CAD/KPW	CCY	CURRENCY_PAIR
SGDGBP=X	SGD/GBP	CCY	CURRENCY_PAIR
CHFLTL=X	CHF/LTL	CCY	CURRENCY_PAIR
CHFAUD=X	CHF/AUD	CCY	CURRENCY_PAIR
KESISK=X	KES/ISK	CCY	CURRENCY_PAIR
