NOTE: Some of these tickers may no longer be supported

ticker	name	exchange	type
^NQHK3000LMGBPN	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^NQHK7000LMAUD	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
^NQKR8000EURN	NASDAQ Korea Financials EUR NTR	NIM	INDEX
^NQHK4000T	The NASDAQ Hong Kong Health Car	NIM	INDEX
^NQDMXUSXKRMCGBPN	Nasdaq DM Ex US Ex Korea Mid Ca	NIM	INDEX
^NQKRLCJPYN	NASDAQ Korea Large Cap JPY NTR	NIM	INDEX
^NQDMXNAXKRLCCADN	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
^NQKR5000	The NASDAQ Korea Consumer Servi	NIM	INDEX
^NQHK3000LMEUR	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^NQKR0001JPYN	NASDAQ Korea Oil & Gas JPY NTR	NIM	INDEX
4N6C.DE	DAXSUB ALL IT-S K	GER	INDEX
^NQHK6000GBPT	NASDAQ Hong Kong Telecom GBP TR	NIM	INDEX
3BRR.DE	DAXGL CH RE EUR K	GER	INDEX
XMANA.IS	BIST BASIC METAL	IST	INDEX
KTX-USD.VI			INDEX
UDYJ.DE	INAVCSETF KOREA USD	GER	INDEX
^NQDXHKT	NASDAQ AlphaDEX Hong Kong Total Return Index	NIM	INDEX
3BR1.DE	DAXGL CH FS USD K	GER	INDEX
KSXDZ.Z			INDEX
^NQKRMCKRWT	NASDAQ Korea Mid Cap KRW TR Ind	NIM	INDEX
WIKOR9000.L			INDEX
XHOLD.IS	BIST HOLDING VE YATIRIM	IST	INDEX
^NQDMXNAXKRSCCADT	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
WIKOR4570.FGI			INDEX
^NQDMXUSXKRLCN	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^NQHK9000HKDT	NASDAQ Hong Kong Tech HKD TR In	NIM	INDEX
KSXDX.Z			INDEX
^NQKR9000LMKRW	NASDAQ Korea Tech Large Mid Cap	NIM	INDEX
WIKOR5370.FGI			INDEX
^NQKR2000JPY	NASDAQ Korea Inds JPY Index	NIM	INDEX
^DJCIKWT	Dow Jones Commodity Index Kansa	DJI	INDEX
^NQDMXUSXKRLCAUDT	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^SPGSKWTR	S&P GSCI Kansas Wheat TR	SNP	INDEX
^NQKRLMGBP	NASDAQ Korea Large Mid Cap GBP	NIM	INDEX
^KQ20	Kosdaq Transportation Index	KOE	INDEX
KOSPI-6.KS	KOSPI Textile & Wearing Apparel	KSC	INDEX
^NQDMXNAXKRSCJPYT	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
4N5J.DE	DAXSUB ALL BEV K	GER	INDEX
^NQKR0001GBP	NASDAQ Korea Oil & Gas GBP Inde	NIM	INDEX
^NQHKCADT	NASDAQ Hong Kong CAD TR Index	NIM	INDEX
4N72.DE	DAXSUB ALL SECU K	GER	INDEX
^NQHK9000GBP	NASDAQ Hong Kong Tech GBP Index	NIM	INDEX
^NQHK2000LMGBPT	NASDAQ Hong Kong Inds Large Mid	NIM	INDEX
^NQHKJPYT	NASDAQ Hong Kong JPY TR Index	NIM	INDEX
^NQEMKRLCT	Nasdaq EM Plus Korea Large Cap	NIM	INDEX
^NQHK4000GBPT	NASDAQ Hong Kong Health Care GB	NIM	INDEX
^NQDMXUSXKRJPYN	Nasdaq DM Ex US Ex Korea JPY NT	NIM	INDEX
4N60.DE	DAXSUBSEC.ALL FOOD PR	GER	INDEX
^NQHK6000CAD	NASDAQ Hong Kong Telecom CAD In	NIM	INDEX
^NQHK6000AUDT	NASDAQ Hong Kong Telecom AUD TR	NIM	INDEX
^KQ51	kosdaq Entertainment & Culture	KOE	INDEX
4N6A.DE	DAXSUB.ALL INSURA.PR	GER	INDEX
^BKDKITT	BNY Mellon KIT DR Total Return	SNP	INDEX
^NQKR8000LMEURN	NASDAQ Korea Financials Lg Md C	NIM	INDEX
^BKGKR	BNY Mellon South Korea GDR Inde	SNP	INDEX
^NQKRLMEURN	NASDAQ Korea Large Mid Cap EUR	NIM	INDEX
^NQKR3000	The NASDAQ Korea Consumer Goods	NIM	INDEX
^NQDXHKN	NASDAQ AlphaDEX Hong Kong Net Total Return Index	NIM	INDEX
XSGRT.IS	BIST INSURANCE	IST	INDEX
4N5R.DE	DAXSUB ALL COMM K	GER	INDEX
^NQDMXKRSCCADN	Nasdaq DM Ex Korea Small Cap CA	NIM	INDEX
^NQDMXKRLCAUDT	Nasdaq DM Ex Korea Large Cap AU	NIM	INDEX
4N5N.DE	DAXSUB.ALL CHE.COM.PR	GER	INDEX
^NQDMXUSXKRSCT	Nasdaq DM Ex US Ex Korea Small	NIM	INDEX
^RUFGBNJP	^RUFGBNJP	WCB	INDEX
^NQDMXUSXKRLCEURT	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^NQHK8000LMAUDN	NASDAQ Hong Kong Financials Lg	NIM	INDEX
^NQKR8000GBP	NASDAQ Korea Financials GBP Ind	NIM	INDEX
^NQHK5000LMGBP	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQDMXUSXKRMCCADN	Nasdaq DM Ex US Ex Korea Mid Ca	NIM	INDEX
^NQKR	The NASDAQ Korea Index	NIM	INDEX
^NQDMXNAXKRCADN	Nasdaq DM Ex NA Ex Korea CAD NT	NIM	INDEX
^NQDMXUSXKRLMCADN	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^NQHKSCEUR	NASDAQ Hong Kong Small Cap EUR	NIM	INDEX
^NQCIKWER	NASDAQ Commodity Kansas Wheat I	NIM	INDEX
^NQHK6000CADN	NASDAQ Hong Kong Telecom CAD NT	NIM	INDEX
^NQKR2000	The NASDAQ Korea Industrials In	NIM	INDEX
^NQHK3000LMAUDN	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^NQKRLCGBP	NASDAQ Korea Large Cap GBP Inde	NIM	INDEX
25428246.SG			INDEX
^NQHK7000LMEURN	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
^KQ43	Kosdaq Computer Services Index	KOE	INDEX
KLXP.Z			INDEX
^NQKRLMN	NASDAQ Korea Large Mid Cap NTR	NIM	INDEX
^NQKRLCGBPN	NASDAQ Korea Large Cap GBP NTR	NIM	INDEX
KTXLUSD.VI			INDEX
^NQKRMCCAD	NASDAQ Korea Mid Cap CAD Index	NIM	INDEX
^NQKRLMJPYN	NASDAQ Korea Large Mid Cap JPY	NIM	INDEX
KSXY.Z			INDEX
4N5W.DE	DAXSUB.ALL DIV.FIN.PR	GER	INDEX
^NQHK8000LMAUD	NASDAQ Hong Kong Financials Lg	NIM	INDEX
^NQKRSCEURN	NASDAQ Korea Small Cap EUR NTR	NIM	INDEX
^NQDMXNAXKRMCCAD	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
^RUFGBNEU	^RUFGBNEU	WCB	INDEX
^NQKR1000LMGBPN	NASDAQ Korea Basic Matls Lg Md	NIM	INDEX
4N5F.DE	DAXSUB.ALL ADVERT.PR	GER	INDEX
XEFM.DE	DAXPLUS MV GER.PR EUR	GER	INDEX
R3JK.DE	EB.REXX J PF10.5+ K	GER	INDEX
^NQKRSC	The NASDAQ Korea Small Cap Inde	NIM	INDEX
KOSPI100EW.KS	KOSPI-100 Equally Weighted Inde	KSC	INDEX
LZMG.DE	DAXGL AS INFR USD K	GER	INDEX
^NQKR8000GBPN	NASDAQ Korea Financials GBP NTR	NIM	INDEX
^NQHK3000LMJPYT	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^NQHK5000LMAUD	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQHK0001AUDT	NASDAQ Hong Kong Oil & Gas AUD	NIM	INDEX
^WEALTHGL	Horizon Kinetics ISE Global Wea	NYS	INDEX
KOSPI-27.KS	KOSPI Manufacturing Index	KSC	INDEX
4N5A.DE	DAXSEC ALL TECH K	GER	INDEX
^NQKRSCKRWT	NASDAQ Korea Small Cap KRW TR I	NIM	INDEX
WIKOR8530.L			INDEX
^NQHKLCGBP	NASDAQ Hong Kong Large Cap GBP	NIM	INDEX
^NQHKMCEUR	NASDAQ Hong Kong Mid Cap EUR In	NIM	INDEX
^NQHK5000GBPT	NASDAQ Hong Kong Cnsmr Svcs GBP	NIM	INDEX
3BUR.DE	DAXGLOB LAT AM GB K	GER	INDEX
2DMR.DE	SHORTDAX X4 K	GER	INDEX
^NQDMXNAXKRLMGBP	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
4N55.DE	DAXSEC ALL INS K	GER	INDEX
^NQDMXKRJPYN	Nasdaq DM Ex Korea JPY NTR	NIM	INDEX
^NQHKBANKT	NASDAQ Hong Kong Banks Total Re	NIM	INDEX
KMXDGV.Z			INDEX
N8WG.DE	CSGLOB ALT EN K CHF	GER	INDEX
WIKOR3760.L			INDEX
^NQHK1000JPYN	NASDAQ Hong Kong Basic Matls JP	NIM	INDEX
^NQHK1000AUDT	NASDAQ Hong Kong Basic Matls AU	NIM	INDEX
^NQDXGBGBP	NASDAQ AlphaDEX United Kingdom GBP Index	NIM	INDEX
^NQEMKRLMJPY	Nasdaq EM Plus Korea Large Mid	NIM	INDEX
^BKGKRT	BNY Mellon South Korea GDR Tota	SNP	INDEX
F9MN.DE	DAX+ MAXSR US USD K	GER	INDEX
^NQHK5000N	The NASDAQ Hong Kong Consumer S	NIM	INDEX
4N6L.DE	DAXSUB.ALL OIL+GAS PR	GER	INDEX
^NQKR2000LMT	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
^NQDMXKRJPYT	Nasdaq DM Ex Korea JPY TR	NIM	INDEX
^NQKR0001LM	NASDAQ Korea Oil & Gas Large Mi	NIM	INDEX
4N63.DE	DAXSUB ALL HEMA K	GER	INDEX
^NQDMXNAXKRLC	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
WIKOR1750.FGI	FTSE KOR - IND MET	FGI	INDEX
^FKUINAV	First Trust United Kingdom Alph	NYS	INDEX
^NQDMXUSXKRLMCAD	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^NQKR9000LMGBPN	NASDAQ Korea Tech Large Mid Cap	NIM	INDEX
KMXSZ.Z			INDEX
XSADA.IS	BIST ADANA	IST	INDEX
^NQKRLCCADN	NASDAQ Korea Large Cap CAD NTR	NIM	INDEX
^NQKRMCKRWN	NASDAQ Korea Mid Cap KRW NTR In	NIM	INDEX
^NQKR5000AUDT	NASDAQ Korea Cnsmr Svcs AUD TR	NIM	INDEX
^NQKRKRW	NASDAQ Korea KRW Index	NIM	INDEX
^NQDMXKRSCCADT	Nasdaq DM Ex Korea Small Cap CA	NIM	INDEX
^KQ40	Kosdaq Internet Index	KOE	INDEX
KOGI-I.KS			INDEX
^NQKR2000GBPT	NASDAQ Korea Inds GBP TR Index	NIM	INDEX
^NQKRLCGBPT	NASDAQ Korea Large Cap GBP TR I	NIM	INDEX
^NQDMXNAXKRMCAUD	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
^NQHK7000LMHKDT	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
^NQHK	The NASDAQ Hong Kong Indexed ma	NIM	INDEX
^NQHKMCJPY	NASDAQ Hong Kong Mid Cap JPY In	NIM	INDEX
^NQHK5000LMGBPT	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQKR3000LMAUDT	NASDAQ Korea Cnsmr Goods Lg Md	NIM	INDEX
^NQKR5000CADT	NASDAQ Korea Cnsmr Svcs CAD TR	NIM	INDEX
^NQHK8000LMAUDT	NASDAQ Hong Kong Financials Lg	NIM	INDEX
3BRD.DE	DAXGL CH FOOD EUR K	GER	INDEX
^NQDMXNAXKRMCEURT	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
KOSPI-19.KS	KOSPI Transport & Storage Index	KSC	INDEX
^NQKRAUDN	NASDAQ Korea AUD NTR Index	NIM	INDEX
^NQKR9000EURN	NASDAQ Korea Tech EUR NTR Index	NIM	INDEX
^NQKR8000CAD	NASDAQ Korea Financials CAD Ind	NIM	INDEX
^NQKR1000LM	NASDAQ Korea Basic Matls Large	NIM	INDEX
^NQKR8000JPY	NASDAQ Korea Financials JPY Ind	NIM	INDEX
RXP1.DE	EB.REXX GG1.5-2.5 K	GER	INDEX
^NQKR9000CAD	NASDAQ Korea Tech CAD Index	NIM	INDEX
^NQKR9000AUDT	NASDAQ Korea Tech AUD TR Index	NIM	INDEX
^NQKRSCGBPN	NASDAQ Korea Small Cap GBP NTR	NIM	INDEX
KOSPI-4.KS	KOSPI SmallSize Index	KSC	INDEX
^NQDMXUSXKRMCEUR	Nasdaq DM Ex US Ex Korea Mid Ca	NIM	INDEX
^NQKR2000LMGBPT	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
^KIX	KBW Nasdaq Insurance Index	NIM	INDEX
3BRJ.DE	DAXGL CH TECH EUR K	GER	INDEX
^NQHK9000AUD	NASDAQ Hong Kong Tech AUD Index	NIM	INDEX
^NQKRGBPN	NASDAQ Korea GBP NTR Index	NIM	INDEX
^NQDMXNAXKRLMN	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
R1JK.DE	EB.REXX JUMBO PF K	GER	INDEX
^NQKR8000JPYN	NASDAQ Korea Financials JPY NTR	NIM	INDEX
^NQKR8000LMCAD	NASDAQ Korea Financials Lg Md C	NIM	INDEX
INKRW.NX			INDEX
^NQKR8000LM	NASDAQ Korea Financials Large M	NIM	INDEX
XSBUR.IS	BIST BURSA	IST	INDEX
^NQDXKRN	NASDAQ AlphaDEX South Korea Net Total Return Index	NIM	INDEX
^NQHK3000LMHKDT	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
XTCRT.IS	BIST W. AND RETAIL	IST	INDEX
SBOXNFW.SG			INDEX
3BSD.DE	DAXGL.CHINA AUTOM.PR.USD	GER	INDEX
WIKOR1350.FGI			INDEX
^NQHK4000HKDN	NASDAQ Hong Kong Health Care HK	NIM	INDEX
^DJCIKWP	Dow Jones Commodity Index Kansa	DJI	INDEX
^KZTVOL	Kaizen Dynamic Risk Overlay Ind	NYS	INDEX
KLXDGV.Z			INDEX
KMXI.Z			INDEX
4N5D.DE	DAXSEC ALL UTIL K	GER	INDEX
^NQEMKRLMEURT	Nasdaq EM Plus Korea Large Mid	NIM	INDEX
^NQKR2000LMEURT	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
4N6G.DE	DAXSUB ALL MINI K	GER	INDEX
^NQHK4000HKDT	NASDAQ Hong Kong Health Care HK	NIM	INDEX
^NQHK3000GBP	NASDAQ Hong Kong Cnsmr Goods GB	NIM	INDEX
3BRF.DE	DAXGL CH INFR EUR K	GER	INDEX
^NQDMXKRLM	Nasdaq DM Ex Korea Large Mid Ca	NIM	INDEX
^NQHK8000EURT	NASDAQ Hong Kong Financials EUR	NIM	INDEX
^KPXTR	KBW Nasdaq Property & Casualty	NIM	INDEX
3BTP.DE	DAXGL VIET USD K	GER	INDEX
^NQHK3000CADN	NASDAQ Hong Kong Cnsmr Goods CA	NIM	INDEX
^NQKR2000GBP	NASDAQ Korea Inds GBP Index	NIM	INDEX
^NQDMXUSXKRMCN	Nasdaq DM Ex US Ex Korea Mid Ca	NIM	INDEX
KOSPI200SECTOR-6.			INDEX
INEEK.NX			INDEX
KRX100EW.KS	KRX-100 Equally Weighted Index	KSC	INDEX
^NQHKLCAUDN	NASDAQ Hong Kong Large Cap AUD	NIM	INDEX
^NQEMKRLMT	Nasdaq EM Plus Korea Large Mid	NIM	INDEX
WIKOR3000.FGI			INDEX
^NQHK5000LMJPYT	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQDMXNAXKRMCGBPN	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
^KQ24	Kosdaq Publishing & Printing In	KOE	INDEX
^NQHK5000LMHKDT	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQDMXKRSCEUR	Nasdaq DM Ex Korea Small Cap EU	NIM	INDEX
^NQDMXKRMCN	Nasdaq DM Ex Korea Mid Cap NTR	NIM	INDEX
^NQDMXNAXKRSCEURN	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
KMXH.Z			INDEX
^NQDMXNAXKRMCT	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
XSKON.IS	BIST KONYA	IST	INDEX
WIKOR2720.FGI			INDEX
^NQKR3000LMEURT	NASDAQ Korea Cnsmr Goods Lg Md	NIM	INDEX
^NQKR3000AUD	NASDAQ Korea Cnsmr Goods AUD In	NIM	INDEX
^GBKXN	KBW Nasdaq Global Bank Net Tota	NIM	INDEX
^NQHKSCHKD	NASDAQ Hong Kong Small Cap HKD	NIM	INDEX
KOSPI-ECGI.KS			INDEX
^NQKR5000KRW	NASDAQ Korea Cnsmr Svcs KRW Ind	NIM	INDEX
4N8E.DE	DAXSUB ALL AUTM K	GER	INDEX
^NQHK8000LMN	NASDAQ Hong Kong Financials Lg	NIM	INDEX
^NQEMKRSCEURT	Nasdaq EM Plus Korea Small Cap	NIM	INDEX
XUHIZ.IS	BIST HIZMETLER	IST	INDEX
^KRZ	Settle - KBW Nasdaq Regional Ba	NIM	INDEX
KOSPI-8.KS	KOSPI Chemicals Index	KSC	INDEX
^NQHKT	NASDQ HNG KNG TR IDX	NIM	INDEX
^NQEMKRGBP	Nasdaq EM Plus Korea GBP	NIM	INDEX
^NQDXGBEURT	NASDAQ AlphaDEX United Kingdom EUR Total Return Index	NIM	INDEX
^NQDMXNAXKRSC	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
^NQKR7000GBP	NASDAQ Korea Utilities GBP Inde	NIM	INDEX
KRXGRNEST.KS			INDEX
^NQHKLMJPYN	NASDAQ Hong Kong Large Mid Cap	NIM	INDEX
^NQHKEURT	NASDAQ Hong Kong EUR TR Index	NIM	INDEX
^DWKR	Dow Jones South Korea Total Sto	DJI	INDEX
^NQHK5000LMEUR	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
KRX100.KS	KRX 100 Consolidated Index	KSC	INDEX
WIKOR5000.FGI			INDEX
^NQHKMCGBPT	NASDAQ Hong Kong Mid Cap GBP TR	NIM	INDEX
R1GK.DE	EB.REXX GOV.GER.OVER. PR.	GER	INDEX
^NQDMXNAXKRSCJPYN	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
^NQHK7000LMEUR	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
RLHK.L			INDEX
KOSPI-22.KS	KOSPI Financial Companies - Ban	KSC	INDEX
SBOXINSEKCHF.SG			INDEX
^NQHK9000AUDT	NASDAQ Hong Kong Tech AUD TR In	NIM	INDEX
KRXSECTOR-15I.KS			INDEX
^NQHK4000EURT	NASDAQ Hong Kong Health Care EU	NIM	INDEX
SBOXVAEK.SG			INDEX
^SPGSKWP	S&P GSCI Kansas Wheat ER	SNP	INDEX
SBOXBAHK.SG			INDEX
^NQHK8000HKDT	NASDAQ Hong Kong Financials HKD	NIM	INDEX
^NQDMXNAXKRMCJPYT	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
^NQKR1000KRWN	NASDAQ Korea Basic Matls KRW NT	NIM	INDEX
WIKOR2720.L			INDEX
XEF7.DE	DAX+ MINVR US USD K	GER	INDEX
^NQHK0001EUR	NASDAQ Hong Kong Oil & Gas EUR	NIM	INDEX
4N53.DE	DAXSEC ALL FOOD K	GER	INDEX
^NQKRLMCAD	NASDAQ Korea Large Mid Cap CAD	NIM	INDEX
^NQKR8000JPYT	NASDAQ Korea Financials JPY TR	NIM	INDEX
KAT50.IS	PARTICIPATION 50	IST	INDEX
KOSPI-I.KS	KOSPI Composite Indicative Inde	KSC	INDEX
^DJSIKCDT	Dow Jones Sustainability Korea	DJI	INDEX
^NQKR4000T	The NASDAQ Korea Health Care In	NIM	INDEX
3BV9.DE	DAXSEC ALL BANK K	GER	INDEX
^DJHKSDT	^DJHKSDT		INDEX
^NQDMXKRLCAUD	Nasdaq DM Ex Korea Large Cap AU	NIM	INDEX
4N6I.DE	DAXSUB ALL MOVI K	GER	INDEX
4N6P.DE	DAXSUB ALL PHAR K	GER	INDEX
FMUK.EX			INDEX
^NQKR3000LMEURN	NASDAQ Korea Cnsmr Goods Lg Md	NIM	INDEX
25428248.SG			INDEX
^DEFIHKCI	^DEFIHKCI	SNP	INDEX
KATLM.IS	BIST PARTICIP IND	IST	INDEX
^NQDMXNAXKRSCT	Nasdaq DM Ex NA Ex Korea Small	NIM	INDEX
KOSDI.KS			INDEX
N8BC.DE	DAXGLOB ASIA CONS K	GER	INDEX
XEGS.DE	DAXPLUS MAX.SR SWI.PR.EUR	GER	INDEX
^NQDMXKRLCCAD	Nasdaq DM Ex Korea Large Cap CA	NIM	INDEX
^NQKRLMEUR	NASDAQ Korea Large Mid Cap EUR	NIM	INDEX
^NQHK7000CADT	NASDAQ Hong Kong Utilities CAD	NIM	INDEX
^NQKR2000LMKRWN	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
^NQHKEUR	NASDAQ Hong Kong EUR Index	NIM	INDEX
KOSPI200SECTOR-I7			INDEX
^NQHK9000AUDN	NASDAQ Hong Kong Tech AUD NTR I	NIM	INDEX
^NQDMXNAXKRAUDT	Nasdaq DM Ex NA Ex Korea AUD TR	NIM	INDEX
^NQKR3000LM	NASDAQ Korea Cnsmr Goods Large	NIM	INDEX
^NQHKLCEURN	NASDAQ Hong Kong Large Cap EUR	NIM	INDEX
WIKOR8570.FGI			INDEX
F9TT.DE	DAX+ MINVR JP JPY K	GER	INDEX
^NQDMXNAXKRMCCADT	Nasdaq DM Ex NA Ex Korea Mid Ca	NIM	INDEX
^RUFHKNUS	^RUFHKNUS	WCB	INDEX
^NQDMXNAXKRJPYT	Nasdaq DM Ex NA Ex Korea JPY TR	NIM	INDEX
KRXSECTOR-7I.KS			INDEX
^NQHKHKDT	NASDAQ Hong Kong HKD TR Index	NIM	INDEX
^RGGBNR	Russell United Kingdom Index -	WCB	INDEX
^NQKR3000LMAUD	NASDAQ Korea Cnsmr Goods Lg Md	NIM	INDEX
^NQEMKRSCGBPN	Nasdaq EM Plus Korea Small Cap	NIM	INDEX
LZM8.DE	DAXGLOBAL AS.BA.RES.PR.DL	GER	INDEX
^NQKR7000CADN	NASDAQ Korea Utilities CAD NTR	NIM	INDEX
KSXDY.Z			INDEX
^NQDMXNAXKRLCEURN	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
WIKOR2000.L			INDEX
^NQHK7000JPY	NASDAQ Hong Kong Utilities JPY	NIM	INDEX
^NQHK5000AUDN	NASDAQ Hong Kong Cnsmr Svcs AUD	NIM	INDEX
KOSPI200SECTOR-5.			INDEX
^NQHK7000LMAUDN	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
^NQKR2000LMAUD	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
XILTM.IS	BIST TELECOMMUNICAT	IST	INDEX
^NQHK0001	The NASDAQ Hong Kong Oil & Gas	NIM	INDEX
^NQKRSCKRWN	NASDAQ Korea Small Cap KRW NTR	NIM	INDEX
4N7D.DE	DAXSUP ALL FIRE K	GER	INDEX
WIKOR9570.L			INDEX
^NQHK5000LMCAD	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^DEFISKCI	Defined South Korea Index	SNP	INDEX
^NQKR3000N	The NASDAQ Korea Consumer Goods	NIM	INDEX
^NQHK5000LMGBPN	NASDAQ Hong Kong Cnsmr Svcs Lg	NIM	INDEX
^NQHK8000LMGBPT	NASDAQ Hong Kong Financials Lg	NIM	INDEX
^NQKR0001CAD	NASDAQ Korea Oil & Gas CAD Inde	NIM	INDEX
^MSHKHKDP	Morningstar Hong Kong Index PR	SNP	INDEX
^NQKR1000T	The NASDAQ Korea Basic Material	NIM	INDEX
^NQDMXUSXKRLMT	Nasdaq DM Ex US Ex Korea Large	NIM	INDEX
^NQHK1000EURT	NASDAQ Hong Kong Basic Matls EU	NIM	INDEX
^NQKR5000LM	NASDAQ Korea Cnsmr Svcs Large M	NIM	INDEX
3BUN.DE	DAXGLOB LATAM EU K	GER	INDEX
^KQ32	Kosdaq Vehicles & Components In	KOE	INDEX
^NQHK3000	The NASDAQ Hong Kong Consumer G	NIM	INDEX
^HKDOWD	Dow Jones Hong Kong Index (USD)	DJI	INDEX
^NQHK8000AUDT	NASDAQ Hong Kong Financials AUD	NIM	INDEX
KRXSECTOR-8.KS			INDEX
^NQKRMCAUD	NASDAQ Korea Mid Cap AUD Index	NIM	INDEX
^NQDMXNAXKRLMJPYT	Nasdaq DM Ex NA Ex Korea Large	NIM	INDEX
^KQ46	Kosdaq Computer Hardware Index	KOE	INDEX
^NQKRMCJPYN	NASDAQ Korea Mid Cap JPY NTR In	NIM	INDEX
^RUFGBPR	^RUFGBPR	WCB	INDEX
^NQHK0001JPYN	NASDAQ Hong Kong Oil & Gas JPY	NIM	INDEX
^NQKR2000LMKRW	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
^NQKR3000EURT	NASDAQ Korea Cnsmr Goods EUR TR	NIM	INDEX
^NQEMKRMCN	Nasdaq EM Plus Korea Mid Cap NT	NIM	INDEX
KOSPI200SECTOR-I5			INDEX
^NQHK2000JPYT	NASDAQ Hong Kong Inds JPY TR In	NIM	INDEX
^NQHK2000LMEURT	NASDAQ Hong Kong Inds Large Mid	NIM	INDEX
^NQHK1000EUR	NASDAQ Hong Kong Basic Matls EU	NIM	INDEX
^NQDMXUSXKREURN	Nasdaq DM Ex US Ex Korea EUR NT	NIM	INDEX
^NQEMKRGBPT	Nasdaq EM Plus Korea GBP TR	NIM	INDEX
^NQDMXKRSCN	Nasdaq DM Ex Korea Small Cap NT	NIM	INDEX
^NQHK2000LMHKDT	NASDAQ Hong Kong Inds Large Mid	NIM	INDEX
^NQKR8000LMGBP	NASDAQ Korea Financials Lg Md C	NIM	INDEX
^NQKR0001LMN	NASDAQ Korea Oil & Gas Large Mi	NIM	INDEX
^NQHKMCCAD	NASDAQ Hong Kong Mid Cap CAD In	NIM	INDEX
^NQHK3000LMJPY	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^RUFGBNUS	^RUFGBNUS	WCB	INDEX
3BTR.DE	DAXGL VIET GBP K	GER	INDEX
^NQKR4000EURT	NASDAQ Korea Health Care EUR TR	NIM	INDEX
^NQHK7000LMHKDN	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
XEG4.DE	OEKODAX IND KURS	GER	INDEX
^NQHK5000JPY	NASDAQ Hong Kong Cnsmr Svcs JPY	NIM	INDEX
^NQEMKRSCEUR	Nasdaq EM Plus Korea Small Cap	NIM	INDEX
^NQHKLMJPY	NASDAQ Hong Kong Large Mid Cap	NIM	INDEX
^NQHK7000LMHKD	NASDAQ Hong Kong Utilities Lg M	NIM	INDEX
XEFK.DE	DAX+ MAX SRG EUR K	GER	INDEX
^NQHK7000GBPN	NASDAQ Hong Kong Utilities GBP	NIM	INDEX
^NQHK3000LMGBPT	NASDAQ Hong Kong Cnsmr Goods Lg	NIM	INDEX
^KSX	KBW Nasdaq Capital Markets Inde	NIM	INDEX
^NQEMKRLMGBPN	Nasdaq EM Plus Korea Large Mid	NIM	INDEX
^NQKRLMKRW	NASDAQ Korea Large Mid Cap KRW	NIM	INDEX
^NQKR8000LMKRWT	NASDAQ Korea Financials Lg Md C	NIM	INDEX
^NQKR2000LMEUR	NASDAQ Korea Inds Large Mid Cap	NIM	INDEX
^NQHK8000CAD	NASDAQ Hong Kong Financials CAD	NIM	INDEX
