NOTE: Some of these tickers may no longer be supported

ticker	name	exchange	type
^NQESSCCAD	NASDAQ Spain Small Cap CAD Inde	NIM	INDEX
^NQSGSCEURT	NASDAQ Singapore Small Cap EUR	NIM	INDEX
^NQNLSCCADN	NASDAQ Netherlands Small Cap CA	NIM	INDEX
^NQCA7000N	The NASDAQ Canada Utilities Ind	NIM	INDEX
^NQUSM2737CADN	NQ US Md Cap Elec Eqpt CAD NTR	NIM	INDEX
SA2CMVV.Z			INDEX
^NQUSS2733AUDN	NQ US Sm Cap Elctrcl Cmpnts & E	NIM	INDEX
^NQGB5500CAD	NASDAQ UK Media CAD Index	NIM	INDEX
^NQMXSCEURN	NASDAQ Mexico Small Cap EUR NTR	NIM	INDEX
^NQUSS8980JPYN	NQ US Sm Cap Equity Inv Instrum	NIM	INDEX
^NQILMCCAD	NASDAQ Israel Mid Cap CAD Index	NIM	INDEX
^NQCHMCEURN	NASDAQ Switzerland Mid Cap EUR	NIM	INDEX
^NQUSB8530LMGBPT	NQ US Nonlife Ins Large Mid Ca	NIM	INDEX
^NQUSS2733JPY	NQ US Sm Cap Elctrcl Cmpnts & E	NIM	INDEX
^NQEURO5000CAD	NASDAQ Eurozone Cnsmr Svcs CAD	NIM	INDEX
^NQUSM2730JPY	NQ US Md Cap Elec & Elctrcl Eqp	NIM	INDEX
^NQUSM1357GBPT	NQ US Md Cap Specialty Chemical	NIM	INDEX
^NQUSB5000LMJPYT	NQ US Cnsmr Svcs Large Mid Cap	NIM	INDEX
^NQEMEAMCCADN	NASDAQ EMEA Mid Cap CAD NTR Ind	NIM	INDEX
^NQUSS1757CAD	NQ US Sm Cap Iron & Steel CAD I	NIM	INDEX
^NQEGSCEGP	NASDAQ Egypt Small Cap EGP Inde	NIM	INDEX
^NQSGMCEUR	NASDAQ Singapore Mid Cap EUR In	NIM	INDEX
S62FD.SW	SBI Sec CB Priv Sect M For D	EBS	INDEX
MICEXCBICP3Y.ME	MICEX CBI PR	MCX	INDEX
MICEXCBITR.ME	MICEX CBI TR	MCX	INDEX
MICEXCBICP5Y.ME	MICEX CBI CP	MCX	INDEX
^NDS	CBOE NASDAQ 100 INDEX SETTLE	CBO	INDEX
31848804.SG			INDEX
31849736.SG			INDEX
31792308.SG			INDEX
^DJCBTI	^DJCBTI	DJI	INDEX
^ICJ	IND CBOE SPX IMPLIED CORR 10	CBO	INDEX
S61P.SW	SBI Sec CB Publ Sector Loans P	EBS	INDEX
S62FT.SW	SBI Sec CB Priv Sect M For T	EBS	INDEX
23610187.SG			INDEX
MICEXCBITR3Y.ME	MICEX Corporate Bond Index (Tot	MCX	INDEX
23394226.DE			INDEX
^PPUT	CBOE S&P 500 5% Put Protection	WCB	INDEX
^MSV	CBOE Morgan Stanley U.S. Strate	CBO	INDEX
31850330.SG			INDEX
^TYVIX3	CBOE Third Month 10-Year Treasu	WCB	INDEX
^TYVIX1	CBOE First Month 10-Year Treasu	WCB	INDEX
MICEXCBICP.ME	MICEX CBI PR	MCX	INDEX
31849459.SG			INDEX
^RXM	CBOE S&P 500 Risk Reversal Inde	WCB	INDEX
31849738.SG			INDEX
S63P.SW	S63P.SW	EBS	INDEX
MICEXCBITR5Y.ME	MICEX Corporate Bond Index (Tot	MCX	INDEX
S62D.SW	SBI Sec CB Priv Sect Mortg D	EBS	INDEX
^CBW	Settle - Canadian Dollars WCO	NIM	INDEX
^CMBO	CBOE S&P 500 Covered Combo Inde	WCB	INDEX
31561986.SG			INDEX
^TYVIX2	CBOE Second Month 10-Year Treas	WCB	INDEX
^PWT	CBOE S&P 500 PutWrite TW Index	WCB	INDEX
^PUTR	CBOE Russell 2000 PutWrite Inde	WCB	INDEX
31850331.SG			INDEX
^SKEW	CBOE SKEW INDEX	WCB	INDEX
S62FP.SW	SBI Sec CB Priv Sect M For P	EBS	INDEX
31848800.SG			INDEX
^CNDR	CBOE S&P 500 Iron Condor Index	WCB	INDEX
^CLL	CBOE S&P 500 95 110 COLLAR	CBO	INDEX
399552.SZ	CCTV 50 GROWTH	SHZ	INDEX
399550.SZ	CCTV 50	SHZ	INDEX
399557.SZ	CCTV CULTURE	SHZ	INDEX
399555.SZ	CCTV 50 CSR	SHZ	INDEX
7D6U.DE			INDEX
^CCIER	Canadian Crude Index (CCI) Exce	NYS	INDEX
7D6V.DE			INDEX
399554.SZ	CCTV 50 CORP GOVRN	SHZ	INDEX
399551.SZ	CCTV 50 INNOVATION	SHZ	INDEX
399553.SZ	CCTV 50 RETURN	SHZ	INDEX
^CCITR	Thomson Reuters Equal Weight Co	NYS	INDEX
399556.SZ	CCTV ECOLOGY	SHZ	INDEX
^CDD	ISE Canadian Dollar FX Index	NIM	INDEX
^CDGR	Copeland Risk Managed Dividend	NIM	INDEX
399399.SZ	CEI-GDP INDEX	SHZ	INDEX
^CEFMX	S Network Municipal Fixed Incom	NYS	INDEX
^CEFMXTR	S Network Municipal Fixed Incom	NYS	INDEX
^CEMPULD	CEMP U.S. Large Cap High Divide	SNP	INDEX
^PCEF	PowerShares CEF Income Composit	NYS	INDEX
^CEMPUSDT	CEMP US Small Cap High Dividend	SNP	INDEX
399335.SZ	SZSE CENTRAL SOE	SHZ	INDEX
^CEMPSMHT	CEMP US Small Cap 500 Long/Cash	SNP	INDEX
^CEMPIDT	CEMP International High Dividen	SNP	INDEX
28995625.Z			INDEX
^CENTURYT	NYSE Century Index (TR)	NYS	INDEX
INCEU.NX			INDEX
CES300.HK	CES SHANGHAI-HKG STOCK CONNECT	HKG	INDEX
^CLMRCEF	CLAYMORE CEF INDEX	NYS	INDEX
CESA80.HK	CES CHINA A80 INDEX	HKG	INDEX
^CEMPULDT	CEMP US Large Cap High Dividend	SNP	INDEX
25085625.DE			INDEX
000927.SS	TFC	SHH	INDEX
^GRNFUEL	NASDAQ OMX Fuel Cell	NIM	INDEX
^YHOH813	^YHOH813		INDEX
INCE9.PA	AMUNDI CE9 INAV	PAR	INDEX
^SP500-30101040	S&P 500 HyperMarkets & Super Ce	SNP	INDEX
^CENTURY	NYSE Century Index	NYS	INDEX
28995736.Z			INDEX
CESHKM.HK	CES CHINA HK MAINLAND INDEX	HKG	INDEX
^CEMPDVHG	CEMP International Equity L/C V	SNP	INDEX
28995732.Z			INDEX
CES120.HK	CESC CHINA 120 INDEX	HKG	INDEX
21079699.SG			INDEX
^NG11.OS	Nikkei 225 Glass & Ceramics	OSA	INDEX
000152.SS	SSE Central State-owned Enterpr	SHH	INDEX
18803665.Z			INDEX
000042.SS	CENTRALCON HOLDING	SHH	INDEX
CES280.HK	CES CHINA 280 INDEX	HKG	INDEX
28995731.Z			INDEX
000926.SS	HBFX	SHH	INDEX
SPVMCET.MX			INDEX
28995735.Z			INDEX
WIMAL3000.FGI			INDEX
WITHA3000.L			INDEX
23922437.SG			INDEX
WIMAL3000.L			INDEX
STREMDSP.Z			INDEX
^NQEM1300LMGBPT	NASDAQ Emerging Chemicals Lg Md	NIM	INDEX
S24C27V.Z	STXCA240USDINDGDNR	ZRH	INDEX
SXTRUKHL.Z			INDEX
SAMNUGR.Z			INDEX
SXA315E.Z			INDEX
SXTRUCHD.Z			INDEX
SXEURCUG.Z			INDEX
SXG50GV.Z	STXG30CSUSDGR	ZRH	INDEX
SXTRUDHL.Z			INDEX
25375584.Z			INDEX
TCRUGR.Z			INDEX
EE850V.Z			INDEX
TCCOGV.Z			INDEX
SXAOBU.Z			INDEX
26411778.SG			INDEX
^NQCN2000LMCADN	NASDAQ China Inds Large Mid Cap	NIM	INDEX
TCPKR.Z			INDEX
SXG37L.Z			INDEX
064I.Z	STXEM15XBRIC USD NR	ZRH	INDEX
SXP165GR.Z			INDEX
SXDBMJGR.Z			INDEX
S24C30DA.Z			INDEX
SX9U30P.Z			INDEX
SX9U40V.Z			INDEX
SX9U23L.Z			INDEX
SXW1MDR.Z			INDEX
SUKR15EG.Z			INDEX
SXW1SEV.Z			INDEX
S24C23CA.Z			INDEX
SXEA40GR.Z			INDEX
SXG20GR.Z			INDEX
SXEAJ85R.Z			INDEX
SUKR15DG.Z			INDEX
SXGBCAGV.Z			INDEX
SXAM50R.Z			INDEX
SXEGR2S.Z			INDEX
SGEA27GR.Z			INDEX
SGXEA87V.Z			INDEX
SJPR20DG.Z			INDEX
S24C35GR.Z			INDEX
SXGXJCEP.Z			INDEX
SGXEA17P.Z			INDEX
SGAUMVN.Z			INDEX
SXAM55P.Z			INDEX
SXEGR3DS.Z			INDEX
SPDL4EN.Z			INDEX
SAUDLEN.Z			INDEX
SX9U86V.Z			INDEX
SXLGGR.Z			INDEX
SXP145R.Z			INDEX
SGXEA27R.Z			INDEX
SXGXACEP.Z			INDEX
^SP600-15101010	S&P 600 Commodity Chemicals (Su	SNP	INDEX
SXW0CGSR.Z			INDEX
SXCAR.Z			INDEX
S24C33GR.Z			INDEX
SX5NFT.Z			INDEX
SXCNATGV.Z			INDEX
S24C00GA.Z			INDEX
SX45IR.Z			INDEX
S24C13L.Z			INDEX
SJPR15EE.Z			INDEX
SJPR15DG.Z			INDEX
SXGRCEP.Z			INDEX
^SPC500EP	S&P China 500 (EUR)	SNP	INDEX
SXEA85GV.Z			INDEX
SX9U10P.Z			INDEX
SAMR15DG.Z			INDEX
SXTRUM1N.Z			INDEX
S24C85V.Z			INDEX
SXJP2SV.Z			INDEX
SXA65R.Z			INDEX
SXEAJ27L.Z			INDEX
SXQ315GT.Z			INDEX
SXB80GR.Z			INDEX
SBR10EE.Z			INDEX
SXRI20UE.Z			INDEX
SGXEA35L.Z			INDEX
SXWNUL.Z			INDEX
SXP83R.Z	STXPA1BNK EUR NR	ZRH	INDEX
SX5R12EN.Z			INDEX
ISMGXAL.Z			INDEX
SXEF.Z			INDEX
SXW8FOBR.Z			INDEX
SGXEA65R.Z			INDEX
SJPR5DG.Z			INDEX
SXXENDR.Z			INDEX
4BTK.Z	STXE600 OPT RE.ES. RE EUR	ZRH	INDEX
SXTRUJMN.Z			INDEX
SXE5CEEN.Z			INDEX
SFRDL4EN.Z			INDEX
SCAODLEG.Z			INDEX
SXUS2MGV.Z			INDEX
34XY.Z	STXE6OPTCHE EURP	ZRH	INDEX
SXCNATC.Z			INDEX
SXHKATR.Z			INDEX
SXGGCUG.Z			INDEX
SX5GRSDM.Z			INDEX
SXABR.Z			INDEX
SX75SV.Z			INDEX
SX9U20L.Z			INDEX
SXB95R.Z			INDEX
SXGBCNGV.Z			INDEX
SXEZCUP.Z			INDEX
SXLGL.Z			INDEX
SGXEAP.Z			INDEX
SSGDLEN.Z			INDEX
SA9UMVR.Z			INDEX
SAMNCAV.Z			INDEX
SX5E6S.Z			INDEX
ISMGXAAG.Z			INDEX
SSGDL4EG.Z			INDEX
SEAR15EE.Z			INDEX
SXW8RTSV.Z			INDEX
SXEA83GR.Z			INDEX
SX5DLG.Z			INDEX
S8670L.Z			INDEX
SXW0R.Z			INDEX
SXW8INSR.Z			INDEX
SX18GV.Z			INDEX
SX6315U.Z			INDEX
SXG10R.Z			INDEX
SCUSCUP.Z			INDEX
SX3315T.Z			INDEX
SX5PP8P.Z			INDEX
SX9U53P.Z			INDEX
SXLBCV.Z			INDEX
SXP195R.Z			INDEX
SGXEA50P.Z			INDEX
SXP145GR.Z			INDEX
^NQUSS1357CAD	NQ US Sm Cap Specialty Chemical	NIM	INDEX
SXEA250V.Z			INDEX
02UV.Z	STOXXUS50OPDLEVEUR	ZRH	INDEX
SAR15EE.Z			INDEX
SX8GU.Z			INDEX
SXEAJ55V.Z			INDEX
SXP83V.Z			INDEX
SAUR15EG.Z			INDEX
^NQUSM1300EUR	NQ US Md Cap Chemicals EUR Inde	NIM	INDEX
SITR15DG.Z			INDEX
SXDBMJV.Z			INDEX
SX5K6S.Z			INDEX
SXP1NAL.Z			INDEX
SXB80P.Z			INDEX
SXED50P.Z			INDEX
SXCADA.Z			INDEX
^NQMEA1300EUR	NASDAQ MEA Chemicals EUR Index	NIM	INDEX
S24C87P.Z			INDEX
SXG37R.Z			INDEX
SXB75R.Z			INDEX
SXMIGGR.Z			INDEX
SJPR20EG.Z			INDEX
05W7.Z	STXDM15 EUR NR	ZRH	INDEX
29183814.Z			INDEX
ISXMGQAP.Z			INDEX
SGEA33GV.Z			INDEX
02UQ.Z	STXLAM50OPDLEVEUR	ZRH	INDEX
SBR15DG.Z			INDEX
EE130P.Z			INDEX
SGEA10GR.Z			INDEX
SCXD.Z			INDEX
SGXEA53R.Z			INDEX
SUKR10EE.Z			INDEX
SXDBMJNJ.Z			INDEX
S24C35P.Z			INDEX
NFSL.Z			INDEX
SXGCN8V.Z			INDEX
^NQCN2000LMCNYN	NASDAQ China Inds Large Mid Cap	NIM	INDEX
SUSR5DG.Z			INDEX
SXA86V.Z			INDEX
^NQUSB1357LMCADT	NQ US Specialty Chemicals Lg M	NIM	INDEX
S24C10L.Z			INDEX
SX5EDL4.Z			INDEX
SGXEA10L.Z			INDEX
^NQEU1300LMAUD	NASDAQ Europe Chemicals Lg Md C	NIM	INDEX
^NQEURO1300EURN	NASDAQ Eurozone Chemicals EUR N	NIM	INDEX
SXEGCUN.Z			INDEX
SX9U80GV.Z			INDEX
SGXEA75L.Z			INDEX
^NQUSS1357AUDN	NQ US Sm Cap Specialty Chemical	NIM	INDEX
ISMGXJU.Z			INDEX
SXG83V.Z			INDEX
SXEAJ70L.Z			INDEX
SXA53R.Z			INDEX
SGEA83GR.Z			INDEX
SXW9TECV.Z			INDEX
SXW0ATOV.Z			INDEX
SXAM20V.Z			INDEX
SDN11T.SW	SBI Dom Non-Gov AAA-BBB 1-10 T	EBS	INDEX
SXB95L.Z			INDEX
SXTRS.Z			INDEX
SXEQIHG.Z			INDEX
LCXNGGR.Z			INDEX
NENV.Z			INDEX
SSGR5DG.Z			INDEX
SPR20EE.Z			INDEX
S24C27R.Z			INDEX
NTEV.Z			INDEX
SXEURCEG.Z			INDEX
SXEA233R.Z			INDEX
SXEGV.Z			INDEX
^NQCNCNYN	NASDAQ China CNY NTR Index	NIM	INDEX
S3000GU.Z			INDEX
SXXIXDSP.Z			INDEX
^NQEU1300LMJPYN	NASDAQ Europe Chemicals Lg Md C	NIM	INDEX
3H63.Z	STXE6OPTMDA EURP	ZRH	INDEX
SXGC4EEP.Z			INDEX
^NQEMEU1300LMCADN	NASDAQ EM Europe Chemicals Lg M	NIM	INDEX
EEBV.Z			INDEX
SXI315GT.Z			INDEX
SXISSER.Z			INDEX
SXGGCEP.Z			INDEX
SD1R.Z			INDEX
STG3DPU.Z			INDEX
SXW8BASR.Z			INDEX
SXUKR.Z			INDEX
SXP55R.Z			INDEX
EE450L.Z			INDEX
TAM1GR.Z			INDEX
SXSQGR.Z			INDEX
SGXEA50L.Z			INDEX
SPR20EG.Z			INDEX
SX5U4S.Z			INDEX
SXUSRCEP.Z			INDEX
399102.SZ	CHINEXT COMPOSITE	SHZ	INDEX
SXP1CNST.Z			INDEX
SXDPD.Z			INDEX
SX5U5S.Z			INDEX
TCHRR.Z			INDEX
SXLGP.Z			INDEX
TFSVH.Z			INDEX
SXW8HCRR.Z			INDEX
SHKDDSEG.Z			INDEX
SXES1TGR.Z			INDEX
^NQEM1300T	The NASDAQ Emerging Markets Che	NIM	INDEX
SXXEUV.Z			INDEX
^NQCNSCEUR	NASDAQ China Small Cap EUR Inde	NIM	INDEX
SAUDDSEG.Z			INDEX
SXP87V.Z			INDEX
SXXIXSEL.Z			INDEX
SX3315GT.Z			INDEX
SXW9RTSV.Z			INDEX
064A.Z	STXDMTMLARGE USD NR	ZRH	INDEX
4BTF.Z	STXE6OPTP&H EURP	ZRH	INDEX
SX9U13R.Z			INDEX
SXW0HCRR.Z			INDEX
SX9U33R.Z			INDEX
S3DDGB.Z			INDEX
SXEA33GV.Z			INDEX
SXGBNAP.Z			INDEX
SX24CV.Z			INDEX
SXEZCEG.Z			INDEX
SX9U85GV.Z			INDEX
TCJPMGV.Z			INDEX
S24C90GV.Z			INDEX
SXA95GV.Z			INDEX
TCZAV.Z			INDEX
ISMGXJYP.Z			INDEX
S24C90GR.Z			INDEX
ISXEC50.Z			INDEX
^NQCN5000LMCNYT	NASDAQ China Cnsmr Svcs Lg Md C	NIM	INDEX
SXTRUXMG.Z			INDEX
3H61.Z	STXE6OPTINS USDNR	ZRH	INDEX
SGEA83GV.Z			INDEX
^NQCN9000CNYN	NASDAQ China Tech CNY NTR Index	NIM	INDEX
SXPOTU.Z			INDEX
EEBSV.Z			INDEX
4BTM.Z	STXE600 OPT RE.ES. RE USD	ZRH	INDEX
TBSCNY.Z			INDEX
^NQDMEU1300N	The NASDAQ DM Europe Chemicals	NIM	INDEX
SXG4CCUP.Z			INDEX
7D4C.Z			INDEX
^NQUSS1357AUD	NQ US Sm Cap Specialty Chemical	NIM	INDEX
^NQCN2000LMEURN	NASDAQ China Inds Large Mid Cap	NIM	INDEX
SAW1UNGV.Z			INDEX
SSGR10EG.Z			INDEX
SESR20EE.Z	STOXXES20RC20%RVEUR	ZRH	INDEX
SX5U2S.Z			INDEX
C5750T.SW	SWX SR TRA&LEIS3 TR	EBS	INDEX
SXTRUYLN.Z			INDEX
SXGXECUP.Z			INDEX
SXGXECUN.Z			INDEX
SAMNCAGR.Z			INDEX
SX8315GT.Z			INDEX
^NQEURO1300LMEURN	NASDAQ Eurozone Chemicals Lg Md	NIM	INDEX
SAMDL4EN.Z			INDEX
S24C83DA.Z			INDEX
SGXEA50V.Z			INDEX
SXNED.Z			INDEX
SDN51P.SW	SBI Dom Non-Gov AAA-BBB 5-10 P	EBS	INDEX
SXXGNHR.Z			INDEX
SAFGV.Z			INDEX
^NQUSS1353CAD	NQ US Sm Cap Commodity Chemical	NIM	INDEX
TBSCX.Z			INDEX
T8630V.Z			INDEX
^NQUSB1300LMEURN	NQ US Chemicals Large Mid Cap	NIM	INDEX
SDNM51Y.SW			INDEX
^NQUSM1300GBP	NQ US Md Cap Chemicals GBP Inde	NIM	INDEX
^NQUSM1357AUDT	NQ US Md Cap Specialty Chemical	NIM	INDEX
SXTRUE1R.Z			INDEX
TFSVNY.Z			INDEX
^NQMEA1300CADN	NASDAQ MEA Chemicals CAD NTR In	NIM	INDEX
SXEA13GR.Z			INDEX
SXG30V.Z			INDEX
TINSNY.Z			INDEX
SXEESLEP.Z			INDEX
04Z0.Z	STXEM15XBRIC USD GR	ZRH	INDEX
SXW1MDP.Z			INDEX
SXAOMDT.Z			INDEX
SCADLCG.Z			INDEX
SXM315GT.Z			INDEX
ISXEHBV.Z			INDEX
SXG65V.Z			INDEX
S71UD.SW	SBI Corporate Utilities D	EBS	INDEX
TCUKR.Z			INDEX
TBNKF.Z			INDEX
SXEAJ55R.Z			INDEX
SGXYUNN.Z			INDEX
TFINI.Z			INDEX
EETMP.Z			INDEX
SX9U30L.Z			INDEX
SXFINR.Z			INDEX
SXNGR2S.Z			INDEX
SXESWGR.Z			INDEX
SX5R20EE.Z			INDEX
SXW1MDV.Z			INDEX
^NQCN5000LM	NASDAQ China Cnsmr Svcs Large M	NIM	INDEX
TBASDY.Z			INDEX
EE860P.Z			INDEX
SXW9HCRR.Z			INDEX
TCDKGV.Z			INDEX
SXGBNGGV.Z			INDEX
SXA75V.Z			INDEX
18803666.Z			INDEX
TCLTV.Z			INDEX
SHKR20EG.Z			INDEX
SXE1CCEN.Z			INDEX
EEBCV.Z			INDEX
SXVFOA.Z			INDEX
SX5XNLT.Z			INDEX
FCTP.Z			INDEX
SXW8ATOR.Z			INDEX
SBDL4EN.Z			INDEX
^NQCL2000GBPT	NASDAQ Chile Inds GBP TR Index	NIM	INDEX
SXE33GV.Z			INDEX
LCXGNBU.Z			INDEX
SXEUCUN.Z			INDEX
C5700T.SW	SWX SP TRA&LEIS TR	EBS	INDEX
S5913Y.SW	SBI Gvt-Gvtrel Loc Auth 1-3 Y	EBS	INDEX
3MFU.Z	STXE SMALL 200 GRE.EUR	ZRH	INDEX
STREMSEG.Z			INDEX
^NQMEA1300GBP	NASDAQ MEA Chemicals GBP Index	NIM	INDEX
S24C87GV.Z			INDEX
T8600X.Z			INDEX
S7FFSD.SW	S7FFSD.SW	EBS	INDEX
SXTRUZMG.Z			INDEX
SX5GTSDM.Z			INDEX
^NQCNLCCNYN	NASDAQ China Large Cap CNY NTR	NIM	INDEX
SMM51P.SW	SMM51P.SW	EBS	INDEX
^NQCNSCT	The NASDAQ China Small Cap Inde	NIM	INDEX
S24C53GR.Z			INDEX
SXTRUJHV.Z			INDEX
S24C27CA.Z			INDEX
SX5E8S.Z			INDEX
^NQUSB1353LMGBPN	NQ US Commodity Chemicals Lg M	NIM	INDEX
0KKN.Z			INDEX
SGXEAR.Z			INDEX
SXMGR2S.Z			INDEX
TCJPLGV.Z			INDEX
SXSQPR.Z			INDEX
SEADDSEG.Z			INDEX
TCISR.Z			INDEX
SXMIGL.Z			INDEX
SGXEA05R.Z			INDEX
SXMIGV.Z			INDEX
^NQEU1300LMAUDN	NASDAQ Europe Chemicals Lg Md C	NIM	INDEX
SX5KDL6.Z			INDEX
SXWNUGV.Z			INDEX
TCMTV.Z			INDEX
SXTRUZHG.Z			INDEX
SX9U27GR.Z			INDEX
SDN11Y.SW	SBI Dom Non-Gov AAA-BBB 1-10 Y	EBS	INDEX
SXA1MDL.Z			INDEX
SCAR10EG.Z			INDEX
^NQCN8000EUR	NASDAQ China Financials EUR Ind	NIM	INDEX
SXA1MDP.Z			INDEX
SX9U80R.Z			INDEX
SXEDJP.Z			INDEX
SXEURCEP.Z			INDEX
SXEA233V.Z			INDEX
SX15AU.Z			INDEX
SMGT.Z			INDEX
SXNSRR.Z			INDEX
SXGEW1V.Z			INDEX
SXCNATP.Z			INDEX
SHKR15DG.Z			INDEX
^NQEU1300LMN	NASDAQ Europe Chemicals Large M	NIM	INDEX
S24C17GV.Z			INDEX
SFRR10EG.Z			INDEX
SITCTS.Z			INDEX
SXG33GR.Z			INDEX
SXE5LCUN.Z			INDEX
4BTP.Z	STXE6OPTRTL EURP	ZRH	INDEX
22117582.Z			INDEX
SML14T.SW	SBI Dom Swiss Pb T	EBS	INDEX
^NQCN2000CNYN	NASDAQ China Inds CNY NTR Index	NIM	INDEX
SXWNCGR.Z			INDEX
SXR315T.Z			INDEX
SXBBMGV.Z			INDEX
S59FD.SW	S59FD.SW	EBS	INDEX
SXW1DSE.Z			INDEX
^NQCNMCCADN	NASDAQ China Mid Cap CAD NTR In	NIM	INDEX
SXP315GU.Z			INDEX
S24C13GV.Z			INDEX
SXTRUDHG.Z			INDEX
SXCCLEP.Z			INDEX
S24C37GV.Z			INDEX
SXRI5UG.Z			INDEX
SAUR20DG.Z			INDEX
SXTRUXMH.Z			INDEX
T0583V.Z			INDEX
SXTRUM1V.Z			INDEX
SX5GTDL8.Z			INDEX
SXWNUGR.Z			INDEX
SXW8MDIR.Z			INDEX
SXP83GR.Z			INDEX
EEBL.Z			INDEX
SXISLBGT.Z			INDEX
SXLV2GU.Z			INDEX
^NQCN7000LMCADT	NASDAQ China Utilities Large Mi	NIM	INDEX
^NQCL7000LMEURT	NASDAQ Chile Utilities Large Mi	NIM	INDEX
31562027.SG			INDEX
^SPMPG	S&P400/ CITIGROUP PURE GROWTH	NYS	INDEX
31551676.SG			INDEX
INCI6.PA	AMUNDI MIVO INAV	PAR	INDEX
^CITIMLPT	^CITIMLPT	SNP	INDEX
31556795.SG			INDEX
31549692.SG			INDEX
31551999.SG			INDEX
^CIISGREP	Citi Earnings Growth Pure Europ	SNP	INDEX
^CIISQUET	Citi Quality Pure Europe TR Ind	SNP	INDEX
^CIISEMEP	Citi Earnings Momentum Pure Eur	SNP	INDEX
31552001.SG			INDEX
^CIISEMET	Citi Earnings Momentum Pure Eur	SNP	INDEX
^CIISPMET	Citi Price Momentum Pure Europe	SNP	INDEX
31549714.SG			INDEX
31552002.SG			INDEX
^CITIMLP	^CITIMLP	SNP	INDEX
31556796.SG			INDEX
31551679.SG			INDEX
31556812.SG			INDEX
31561272.SG			INDEX
25375749.SG			INDEX
^SPCI	S&P Completion Index (CI)	SNP	INDEX
31561271.SG			INDEX
SCION.SW	Swiss Current Index ON	EBS	INDEX
^CIISPMEP	Citi Price Momentum Pure Europe	SNP	INDEX
31562023.SG			INDEX
^SPXPG	S&P500/ CITIGROUP PURE GROWTH	NYS	INDEX
^CIISSCET	Citi Small Cap Pure Europe TR I	SNP	INDEX
INCI2.NX			INDEX
31552000.SG			INDEX
^SPSPG	S&P600/ CITI GROUP PURE GROWTH	NYS	INDEX
24731919.SG			INDEX
31556882.SG			INDEX
31561274.SG			INDEX
399392.SZ	CICC STRATEGIC	SHZ	INDEX
31551998.SG			INDEX
^YHOH748	^YHOH748		INDEX
31551678.SG			INDEX
^CIISLRET	Citi Low Risk Pure Europe TR In	SNP	INDEX
20034559.Z			INDEX
31556883.SG			INDEX
^CIISCSEP	Citi Credit Spread Pure Europe	SNP	INDEX
31549625.SG			INDEX
^SPCIVET60	S&P CIVETS 60 Index	SNP	INDEX
25375755.SG			INDEX
31549624.SG			INDEX
^SPCIVET60TR	S&P CIVETS 60 Index TR	SNP	INDEX
31562024.SG	31562024.SG		INDEX
31561273.SG			INDEX
31548900.SG			INDEX
20034558.Z			INDEX
31549693.SG			INDEX
24315956.SG			INDEX
31562026.SG			INDEX
31549690.SG			INDEX
31551674.SG			INDEX
^CIISSZEP	Citi Size Pure Europe Index	SNP	INDEX
31556884.SG			INDEX
^CIISEREP	Citi Euro Long Rate Pure Europe	SNP	INDEX
^CIISUEEP	Citi USD per EUR Pure Europe In	SNP	INDEX
31548901.SG			INDEX
25571436.SG			INDEX
^CKG	S&P SM CAP 600 GROWTH	NYS	INDEX
TXCT.TS	S&P/TSX Clean Technology Index	TSI	INDEX
^NQCLCLPT	NASDAQ Chile CLP TR Index	NIM	INDEX
^SPGTCEKN	S&P Global Clean Energy Index (	SNP	INDEX
^UPCEFT	First Trust Composite Closed-En	SNP	INDEX
CLEW.PA	CAC LARGE 60 EW	PAR	INDEX
RPCL.FGI			INDEX
^NQCL8000CLPT	NASDAQ Chile Financials CLP TR	NIM	INDEX
^SPGTCLEN	S&P Global Clean Energy Index	SNP	INDEX
^RBSZNRGY	^RBSZNRGY	SNP	INDEX
^YHOH765	^YHOH765		INDEX
^MNCEFT	First Trust Municipal Closed-En	SNP	INDEX
CLEWG.NX			INDEX
^EPCEF	First Trust Equity Closed-End F	SNP	INDEX
CLEWE.PA	CAC LARGE 60 EW ER	PAR	INDEX
^NQCL8000CLP	NASDAQ Chile Financials CLP Ind	NIM	INDEX
^NQCL5000CLPN	NASDAQ Chile Cnsmr Svcs CLP NTR	NIM	INDEX
^CLRSOTR	Clear Spinoff Index (TR)	NYS	INDEX
^NQCL3000CLP	NASDAQ Chile Cnsmr Goods CLP In	NIM	INDEX
^NQCLCLPN	NASDAQ Chile CLP NTR Index	NIM	INDEX
^ECOTR	WilderHill Clean Energy Index (	NYS	INDEX
^NQCLLMCLPT	NASDAQ Chile Large Mid Cap CLP	NIM	INDEX
^UPCEF	First Trust Composite Closed-En	SNP	INDEX
^NQCL7000CLPN	NASDAQ Chile Utilities CLP NTR	NIM	INDEX
^CPQ	ISE Cloud Computing Index	NIM	INDEX
^MSCLCLPP	Morningstar Chile Index PR CLP	SNP	INDEX
^SPGTCLEE	S&P Global Clean Energy Index (	SNP	INDEX
^NQCLSCCLP	NASDAQ Chile Small Cap CLP Inde	NIM	INDEX
^NQCL3000CLPN	NASDAQ Chile Cnsmr Goods CLP NT	NIM	INDEX
^GRNCLNFOX	NASDAQ OMX Clean Energy Focused	NIM	INDEX
^CTIUSTR	Cleantech Index (TR)	NYS	INDEX
^NQCL5000CLP	NASDAQ Chile Cnsmr Svcs CLP Ind	NIM	INDEX
20076533.SG			INDEX
